Item_Number,Temperature_A,Temperature_B,Temperature_C,Temperature_D,Time_in_Days,Humidity_A,Humidity_B,Humidity_C,Humidity_D,Medicine
7802,58,74,82,43,66,24,45,27,42,A
7803,22,48,58,20,56,54,39,52,41,B
7804,62,98,30,92,58,23,69,63,45,B
7805,13,7,67,29,63,55,63,46,29,B
7806,20,86,84,48,82,55,57,32,53,B
7807,64,19,26,35,88,53,31,25,38,B
7808,68,7,17,52,60,27,65,20,58,A
7809,90,18,49,8,59,22,34,66,32,B
7810,33,13,84,93,32,57,32,48,58,A
7811,18,18,55,45,79,29,24,65,63,A
7812,80,39,64,67,58,49,20,43,59,A
7813,41,14,11,61,44,36,46,48,49,A
7814,36,34,4,85,78,48,47,58,40,A
7815,1,58,18,55,64,27,52,62,68,A
7816,68,46,92,83,54,69,69,66,68,A
7817,36,45,31,40,73,44,25,68,37,A
7818,87,96,14,35,61,40,29,23,59,B
7819,90,43,20,25,89,64,54,69,68,A
7820,77,45,59,81,39,30,23,24,56,B
7821,40,13,9,82,58,38,53,62,46,B
7822,63,75,23,47,89,50,33,52,20,A
7823,3,42,44,53,36,31,65,48,48,B
7824,66,33,86,13,54,59,31,49,26,B
7825,14,33,16,51,32,65,31,25,53,A
7826,41,20,49,56,47,48,60,47,31,A
7827,47,82,39,28,46,42,30,32,23,B
7828,28,42,6,18,37,25,62,26,28,B
7829,38,61,98,26,81,45,27,66,44,B
7830,95,17,6,15,75,44,45,51,24,B
7831,93,16,56,91,73,35,29,57,34,B
7832,54,82,73,67,63,54,67,34,28,B
7833,70,61,59,2,37,28,33,30,30,B
7834,52,94,13,83,75,60,44,22,26,A
7835,65,77,99,15,79,31,33,46,65,A
7836,5,4,18,26,73,25,51,39,68,A
7837,49,4,34,28,50,37,52,26,46,A
7838,14,55,44,59,60,60,58,30,67,B
7839,34,53,7,81,50,39,27,26,59,B
7840,51,96,37,11,73,28,55,68,48,A
7841,24,37,89,90,84,53,57,62,29,A
7842,58,38,93,91,42,36,29,29,32,B
7843,95,56,65,26,81,25,30,27,21,A
7844,82,1,88,26,31,57,25,33,33,B
7845,55,26,97,35,55,39,44,49,28,B
7846,22,93,20,9,43,21,30,65,39,B
7847,78,86,22,4,45,63,37,56,59,B
7848,56,95,93,52,32,54,38,32,41,B
7849,62,51,2,9,69,54,32,40,35,B
7850,77,48,19,87,34,40,37,38,37,B
7851,55,99,62,83,80,62,46,30,37,B
7852,5,64,14,49,58,32,55,21,44,A
7853,48,1,32,79,36,58,51,40,23,A
7854,12,89,51,90,61,45,28,59,23,B
7855,99,28,60,71,64,21,58,22,67,A
7856,64,50,95,39,55,62,23,34,48,A
7857,12,64,31,42,54,23,52,50,44,B
7858,80,63,97,79,37,67,44,66,41,B
7859,80,60,37,58,71,45,50,21,58,B
7860,75,48,27,97,68,34,30,56,20,A
7861,36,31,89,51,65,20,35,55,49,A
7862,45,59,89,84,61,57,61,58,43,B
7863,24,3,94,88,44,39,56,33,25,B
7864,43,19,11,52,67,63,40,29,46,A
7865,51,58,43,58,53,35,47,66,66,A
7866,97,48,52,36,75,63,55,60,47,B
7867,61,17,51,30,75,59,57,21,40,B
7868,29,57,55,56,72,33,68,68,57,B
7869,87,5,13,21,78,60,38,64,55,A
7870,84,57,98,9,86,37,25,28,46,B
7871,32,20,76,79,61,36,31,33,44,A
7872,19,20,28,46,50,29,53,63,58,B
7873,32,90,57,91,72,26,37,27,69,B
7874,45,21,81,98,37,43,69,46,49,B
7875,15,3,79,48,56,34,49,48,43,A
7876,35,37,17,70,86,35,37,50,69,B
7877,90,67,73,29,47,31,35,63,59,A
7878,28,71,28,28,44,39,30,22,47,A
7879,26,16,67,32,78,29,24,25,69,A
7880,16,49,16,55,68,22,57,37,33,B
7881,95,48,64,62,82,65,57,53,32,A
7882,93,1,5,89,87,41,34,45,35,A
7883,50,52,81,62,33,65,56,47,23,B
7884,32,72,21,24,72,29,54,38,50,B
7885,91,81,85,41,60,38,37,30,21,A
7886,59,61,2,95,47,43,20,53,33,A
7887,28,9,82,6,37,62,60,24,41,B
7888,34,35,25,21,38,67,42,25,63,B
7889,10,44,80,69,84,39,33,26,29,B
7890,9,57,66,32,76,64,55,56,61,A
7891,54,25,50,70,47,66,27,49,53,A
7892,63,15,77,51,75,39,53,22,44,A
7893,89,99,99,60,72,25,27,32,39,B
7894,99,85,85,14,89,36,24,69,22,A
7895,79,1,74,3,73,50,34,54,44,A
7896,1,43,20,94,33,57,33,39,54,B
7897,24,17,46,54,74,57,50,66,53,B
7898,9,43,24,50,58,57,50,24,29,B
7899,87,9,95,45,38,54,23,53,28,B
7900,29,51,43,94,63,36,28,27,57,B
7901,80,11,56,10,82,63,29,64,65,B
7902,83,51,54,57,32,34,39,38,21,A
7903,60,16,16,43,48,47,25,44,52,B
7904,31,38,78,73,75,51,46,53,58,A
7905,30,52,53,58,69,66,29,43,52,A
7906,11,94,76,43,62,33,33,68,56,B
7907,45,2,9,93,36,26,54,37,38,B
7908,24,40,16,83,58,23,54,27,22,A
7909,45,99,48,32,73,43,54,61,30,B
7910,80,30,86,71,42,56,21,41,43,B
7911,56,31,94,90,71,57,24,46,47,A
7912,83,50,3,38,79,23,44,50,25,A
7913,38,30,38,71,44,29,42,56,22,B
7914,99,76,70,59,77,31,64,64,48,B
7915,46,39,24,31,83,45,55,67,62,A
7916,15,44,90,65,50,54,30,22,25,B
7917,27,18,42,92,51,29,37,54,37,B
7918,30,61,83,12,39,38,48,51,38,A
7919,22,59,69,34,47,54,21,45,67,B
7920,77,5,42,25,48,67,56,59,62,A
7921,79,93,65,44,56,29,53,45,27,B
7922,79,75,83,75,83,23,27,20,29,A
7923,82,75,49,49,65,22,37,64,40,B
7924,93,41,72,29,80,46,43,28,54,A
7925,41,9,77,73,78,44,68,58,42,A
7926,10,72,55,84,43,53,20,43,49,A
7927,53,11,60,46,49,21,39,27,20,B
7928,69,28,31,39,53,54,54,68,42,A
7929,91,69,68,50,65,29,62,49,26,A
7930,41,42,91,92,32,42,23,25,56,B
7931,36,42,24,17,81,35,41,64,57,A
7932,28,15,2,77,33,45,28,64,53,A
7933,57,33,77,25,86,32,26,33,21,A
7934,41,76,67,9,84,61,63,21,46,B
7935,42,10,35,76,40,30,27,68,25,B
7936,22,9,24,42,88,54,58,69,44,A
7937,26,13,25,77,44,20,66,41,28,A
7938,36,40,37,75,33,29,58,26,63,A
7939,91,98,31,69,85,67,24,33,48,B
7940,9,18,9,78,89,53,62,61,36,A
7941,29,77,91,7,61,22,39,50,22,A
7942,84,4,81,71,62,44,31,25,26,A
7943,11,82,69,36,79,33,31,27,24,B
7944,23,43,79,6,68,48,36,42,36,A
7945,21,69,89,90,69,32,54,34,54,A
7946,87,30,64,39,43,49,55,66,43,B
7947,38,15,81,53,40,37,38,21,42,B
7948,98,39,84,19,55,56,20,55,42,B
7949,25,7,93,86,33,49,47,48,23,A
7950,9,35,14,60,30,53,49,54,50,A
7951,21,63,43,50,31,27,35,51,67,B
7952,77,9,3,14,77,23,52,55,40,A
7953,76,64,31,90,38,49,68,29,26,B
7954,34,39,35,33,78,59,30,63,32,A
7955,16,64,46,55,87,60,54,50,62,A
7956,77,31,58,10,73,63,53,50,31,B
7957,41,81,28,41,32,43,34,69,44,B
7958,1,45,96,23,60,32,34,44,35,A
7959,69,30,73,70,43,60,38,20,64,A
7960,26,61,53,10,68,44,20,31,36,A
7961,85,85,59,93,80,22,60,34,49,A
7962,92,15,77,83,66,39,27,58,64,B
7963,79,5,48,93,64,30,30,23,37,B
7964,57,56,9,60,88,24,55,41,53,A
7965,15,70,98,46,52,20,62,58,29,A
7966,1,70,0,76,51,51,47,62,38,A
7967,44,34,39,7,50,46,37,34,66,A
7968,4,31,1,37,40,29,48,56,69,B
7969,89,93,89,32,58,63,50,23,24,A
7970,62,2,70,45,56,33,53,49,48,B
7971,24,50,99,85,57,52,40,24,42,B
7972,58,79,87,5,52,50,58,29,65,B
7973,56,80,94,83,47,68,65,40,63,B
7974,77,22,58,86,37,56,60,32,43,B
7975,56,86,79,87,45,61,27,40,47,A
7976,12,33,47,58,51,43,35,43,69,A
7977,42,69,16,23,68,35,46,22,50,B
7978,42,58,24,9,44,34,66,38,22,A
7979,72,87,27,57,33,48,37,34,29,B
7980,57,91,11,66,77,54,36,43,20,A
7981,53,57,82,39,63,50,63,43,65,B
7982,2,61,40,35,72,27,56,29,24,A
7983,46,31,3,80,87,31,44,61,55,B
7984,60,82,59,40,62,55,66,33,67,B
7985,1,10,25,95,60,23,67,30,30,A
7986,49,34,91,75,51,68,66,39,55,B
7987,63,70,26,5,79,47,45,67,45,B
7988,80,75,14,19,64,24,22,64,58,A
7989,65,81,43,47,51,46,22,66,21,B
7990,82,91,56,74,35,51,26,44,22,A
7991,63,65,15,60,87,20,37,62,39,A
7992,26,14,53,4,41,38,64,27,30,A
7993,76,52,64,28,77,51,25,62,22,A
7994,46,21,34,77,52,45,62,32,43,A
7995,22,81,64,39,82,58,25,47,26,B
7996,75,78,63,67,61,69,47,38,49,B
7997,94,59,14,58,48,60,29,59,46,A
7998,30,94,90,7,82,34,25,57,52,A
7999,87,47,66,25,33,31,61,25,56,A
8000,59,47,8,93,57,55,40,58,59,B
8001,80,81,1,98,83,26,38,69,66,A
8002,89,3,85,50,53,68,51,45,35,A
8003,86,22,37,74,51,66,41,25,58,B
8004,13,72,6,96,70,60,27,20,34,B
8005,95,66,82,22,65,46,44,63,45,B
8006,58,99,13,10,54,61,65,60,35,B
8007,3,80,74,45,76,66,66,23,43,B
8008,44,0,99,49,72,28,27,52,33,A
8009,17,89,97,21,71,38,39,41,42,A
8010,60,59,39,62,77,64,64,57,46,B
8011,98,19,1,55,45,24,58,57,68,B
8012,36,66,97,89,44,46,37,60,68,B
8013,16,58,22,47,53,46,68,65,43,A
8014,67,13,24,46,53,53,60,42,24,B
8015,70,3,43,90,59,38,49,37,45,A
8016,41,45,26,41,36,33,44,56,60,B
8017,37,93,12,75,61,48,56,36,23,A
8018,54,81,67,35,59,33,39,24,46,B
8019,11,81,5,78,76,22,60,47,47,A
8020,39,82,85,93,77,43,41,29,25,B
8021,96,78,26,92,67,38,44,47,60,A
8022,24,59,75,24,31,67,33,63,33,A
8023,75,81,36,87,54,24,69,45,57,A
8024,86,41,86,85,36,57,51,62,54,B
8025,46,88,59,18,76,61,69,59,65,A
8026,64,19,22,78,35,22,44,68,51,B
8027,93,25,2,34,45,58,41,47,22,A
8028,48,65,62,56,72,20,51,60,23,B
8029,26,24,56,99,80,66,63,36,56,A
8030,24,79,78,74,68,25,31,46,66,A
8031,28,92,14,68,43,64,62,44,40,B
8032,80,18,68,80,34,55,27,38,39,A
8033,41,95,68,81,81,46,42,59,36,B
8034,39,84,90,46,55,58,50,59,45,A
8035,42,20,8,19,70,37,21,51,69,A
8036,58,65,86,91,34,34,20,61,63,A
8037,15,68,40,17,61,63,61,42,50,A
8038,25,68,63,87,39,27,38,50,43,B
8039,92,18,33,53,40,50,37,51,38,B
8040,30,37,24,86,80,20,28,45,33,A
8041,69,97,51,85,63,69,52,51,60,A
8042,53,46,2,26,77,49,68,41,23,A
8043,57,15,18,4,75,58,42,21,35,A
8044,11,38,21,18,71,69,28,22,26,A
8045,62,37,15,95,31,58,36,41,68,B
8046,96,52,24,72,45,54,55,29,35,B
8047,66,33,49,98,42,59,55,27,42,A
8048,87,7,32,28,50,27,50,60,69,A
8049,46,80,65,55,82,26,69,43,62,A
8050,47,3,67,50,49,32,51,47,63,B
8051,26,81,15,12,80,47,58,39,60,B
8052,36,34,50,57,88,33,57,54,46,A
8053,82,88,32,61,55,26,49,57,39,A
8054,53,87,75,61,46,28,44,66,66,B
8055,29,9,29,67,55,33,43,26,26,A
8056,10,79,36,20,39,57,25,60,37,A
8057,31,37,25,6,57,27,48,44,47,B
8058,38,8,13,48,79,53,28,48,38,B
8059,72,63,27,69,74,49,23,30,37,B
8060,84,49,48,36,68,45,29,67,36,A
8061,44,60,29,59,83,29,67,21,22,B
8062,49,68,70,38,86,34,52,59,40,B
8063,77,89,73,84,72,68,56,44,40,B
8064,98,2,83,80,58,50,25,61,50,B
8065,85,54,35,30,83,57,44,56,49,A
8066,2,12,14,52,74,66,49,51,28,A
8067,62,73,83,81,31,20,40,42,49,A
8068,34,49,13,16,32,22,65,36,51,B
8069,95,83,88,53,53,23,60,49,37,A
8070,27,8,7,82,52,29,31,43,22,B
8071,41,22,76,11,43,60,29,57,23,A
8072,88,95,0,3,84,27,27,48,29,B
8073,7,66,97,72,69,55,24,21,67,A
8074,96,66,30,96,53,30,56,21,54,B
8075,67,23,53,36,78,43,24,34,43,A
8076,39,86,90,11,77,28,58,38,21,A
8077,35,22,48,70,87,32,42,43,42,A
8078,88,20,89,91,85,35,33,22,45,A
8079,27,57,48,89,38,67,40,54,65,A
8080,77,94,61,27,53,65,28,48,67,A
8081,71,52,12,60,62,32,23,69,22,B
8082,86,5,96,71,53,28,56,27,26,B
8083,37,96,11,43,68,28,37,45,69,A
8084,70,11,22,66,78,58,55,24,27,B
8085,27,20,28,28,38,36,49,28,34,A
8086,96,11,67,23,35,53,24,24,22,A
8087,0,62,78,81,68,23,60,41,59,A
8088,53,24,87,15,80,23,61,51,36,A
8089,45,86,11,39,73,21,47,52,50,B
8090,93,97,93,16,49,52,57,67,43,A
8091,42,71,22,21,85,30,56,46,58,A
8092,50,46,25,10,55,68,33,32,41,B
8093,30,31,27,48,57,59,31,34,47,A
8094,62,45,29,35,83,52,37,39,60,B
8095,37,35,62,90,87,30,59,21,66,B
8096,68,74,5,14,50,49,66,28,27,B
8097,87,90,92,37,34,26,28,44,67,B
8098,43,99,67,90,59,59,56,37,43,A
8099,12,40,13,14,85,68,62,29,21,A
8100,33,35,4,74,68,27,24,34,53,B
8101,11,51,81,65,42,66,35,55,53,A
8102,65,34,52,8,34,36,34,29,55,B
8103,87,39,30,16,54,26,50,26,62,A
8104,72,0,72,72,80,56,49,60,64,A
8105,97,63,2,9,73,38,44,42,51,A
8106,34,28,75,53,46,37,36,64,35,A
8107,73,84,57,45,88,61,53,27,65,B
8108,68,11,33,26,30,52,56,34,54,A
8109,15,38,19,22,40,27,56,34,58,B
8110,78,50,28,91,80,27,30,27,34,A
8111,51,32,84,74,76,58,27,20,22,B
8112,55,86,72,44,68,21,37,27,34,B
8113,93,92,10,87,53,23,23,44,27,B
8114,65,12,51,3,84,30,21,50,26,B
8115,51,6,32,79,65,21,62,67,20,B
8116,27,40,69,63,71,36,50,25,60,A
8117,66,87,2,65,63,68,39,65,25,A
8118,36,38,10,3,37,50,69,21,54,B
8119,97,24,5,44,34,49,32,61,27,B
8120,68,75,67,60,30,44,47,43,68,B
8121,23,27,69,69,75,57,21,63,59,A
8122,84,96,99,86,68,41,59,44,30,B
8123,74,45,60,4,51,42,28,30,47,A
8124,95,92,87,74,45,39,61,39,52,A
8125,68,64,48,27,43,45,46,68,52,A
8126,12,31,77,6,77,46,52,33,44,A
8127,84,31,46,89,41,40,28,61,66,A
8128,37,93,1,80,43,63,62,46,33,A
8129,72,19,19,61,69,50,22,60,36,B
8130,87,47,27,23,71,68,50,22,37,A
8131,15,93,12,82,65,59,47,45,46,A
8132,81,87,98,66,77,67,32,49,60,A
8133,14,51,15,95,79,41,20,53,22,B
8134,62,90,80,14,41,46,22,58,26,A
8135,14,73,35,18,66,40,66,32,49,A
8136,16,63,13,31,62,62,45,29,62,A
8137,20,37,75,53,81,21,46,21,42,A
8138,11,14,68,37,46,52,41,58,63,B
8139,44,35,85,67,67,30,69,22,25,B
8140,45,44,57,51,79,55,49,60,32,B
8141,80,13,70,27,39,53,52,25,47,A
8142,74,41,21,24,32,40,61,26,30,A
8143,34,3,70,4,87,37,25,31,45,B
8144,2,43,18,70,56,38,31,23,51,A
8145,32,15,25,81,44,55,64,35,30,B
8146,68,52,74,49,63,24,51,22,22,B
8147,55,82,76,48,46,39,23,44,59,B
8148,11,50,57,81,84,20,50,68,45,A
8149,14,39,17,61,73,46,24,44,47,A
8150,39,99,67,52,64,48,25,68,47,B
8151,28,25,93,27,31,24,60,67,50,A
8152,90,54,3,17,35,64,43,62,59,A
8153,79,37,93,15,48,55,36,64,50,B
8154,85,63,89,0,53,25,23,60,55,A
8155,90,96,46,8,85,57,22,57,24,B
8156,87,42,83,33,35,53,52,56,32,B
8157,66,27,23,92,36,43,67,40,25,B
8158,38,92,43,5,35,21,62,66,31,A
8159,96,11,16,50,81,27,33,21,29,B
8160,30,40,57,64,84,47,40,55,45,B
8161,1,77,81,93,35,33,31,29,39,A
8162,61,61,39,40,74,20,61,45,44,B
8163,23,81,35,47,71,20,29,23,24,A
8164,87,44,33,79,54,45,68,30,21,A
8165,29,33,55,17,58,25,54,42,69,B
8166,86,90,92,6,80,32,21,44,20,B
8167,62,2,77,87,65,20,36,48,50,A
8168,75,3,44,75,66,20,50,62,26,A
8169,56,72,36,10,88,68,51,58,21,A
8170,92,75,28,44,55,26,64,20,55,A
8171,37,15,22,49,41,44,47,34,22,B
8172,62,61,49,3,43,68,54,64,68,B
8173,16,65,97,38,76,39,51,67,21,A
8174,53,59,40,14,59,63,21,43,60,A
8175,50,0,28,75,69,31,48,57,20,A
8176,85,4,66,46,86,46,43,66,48,A
8177,27,38,63,81,52,28,22,56,35,A
8178,84,18,54,81,54,61,49,50,39,B
8179,13,14,22,20,40,45,59,43,63,A
8180,31,98,35,76,58,43,64,36,66,A
8181,22,55,79,86,87,27,20,35,27,A
8182,47,5,79,52,70,20,64,59,25,B
8183,10,48,24,92,32,23,28,61,33,B
8184,25,82,85,13,69,28,34,30,64,A
8185,76,92,69,78,46,27,24,26,44,B
8186,29,1,27,97,34,23,33,63,46,B
8187,96,95,16,71,87,35,59,28,45,A
8188,55,68,74,59,83,29,66,22,27,B
8189,69,62,47,88,77,45,28,52,25,B
8190,23,41,18,72,67,59,68,68,33,B
8191,25,82,73,8,32,42,45,25,38,A
8192,6,34,70,72,49,38,56,61,32,B
8193,34,25,27,51,82,45,38,62,21,B
8194,94,64,11,97,65,48,68,54,38,A
8195,40,73,25,87,69,28,42,27,50,A
8196,62,93,59,33,89,20,51,64,50,B
8197,83,87,36,2,73,43,23,42,24,B
8198,17,21,36,75,86,43,27,26,30,A
8199,37,95,30,17,54,69,46,59,34,A
8200,17,35,94,50,48,57,26,58,66,A
8201,51,91,86,56,67,23,54,52,47,B
8202,17,82,45,28,58,68,24,62,48,B
8203,54,62,43,36,88,51,46,31,47,B
8204,79,60,36,62,84,53,21,58,68,B
8205,70,40,80,18,80,54,43,40,30,B
8206,12,75,60,45,41,55,41,54,22,B
8207,72,16,87,0,55,20,35,42,42,B
8208,4,21,24,41,40,44,69,68,58,B
8209,30,45,31,46,84,49,57,49,63,A
8210,6,0,31,83,73,51,50,37,34,A
8211,99,23,9,85,41,33,55,47,42,A
8212,16,5,94,91,58,36,56,43,65,A
8213,14,91,11,32,61,62,69,37,29,B
8214,44,41,77,42,34,61,48,28,61,A
8215,29,90,1,28,43,55,28,20,49,B
8216,11,89,74,23,42,48,37,59,40,B
8217,14,43,40,44,44,29,22,29,65,A
8218,40,39,77,61,74,52,62,60,28,A
8219,50,27,32,75,74,33,69,22,52,B
8220,9,63,37,90,46,56,21,57,39,A
8221,17,64,82,72,79,56,32,43,28,B
8222,24,14,23,8,87,65,65,29,30,A
8223,60,19,51,77,66,37,35,34,21,B
8224,91,41,8,4,44,54,28,49,24,B
8225,2,79,73,70,71,28,57,53,39,A
8226,0,71,75,10,81,41,56,24,40,B
8227,1,17,96,65,49,28,24,36,36,B
8228,81,24,70,99,48,62,22,59,46,B
8229,73,45,94,11,45,60,61,55,20,A
8230,86,15,27,46,44,23,35,45,63,A
8231,29,68,28,60,82,54,27,32,29,B
8232,18,69,90,28,66,21,25,45,68,A
8233,13,34,89,51,53,36,36,64,35,B
8234,77,67,60,22,39,38,42,46,51,B
8235,53,2,52,81,74,34,27,55,27,A
8236,54,38,51,95,81,54,20,39,54,A
8237,57,17,61,71,36,31,35,44,22,B
8238,99,70,2,8,70,49,32,38,48,A
8239,19,24,66,80,75,37,55,21,60,B
8240,40,17,39,26,48,57,61,24,31,A
8241,91,72,88,8,79,51,23,26,50,A
8242,98,27,71,46,52,27,58,63,64,A
8243,24,8,38,25,53,24,24,38,28,B
8244,62,39,54,67,50,48,26,47,59,A
8245,90,65,36,64,55,39,30,58,65,A
8246,77,17,97,84,79,48,52,47,34,A
8247,97,6,3,9,86,47,51,69,59,B
8248,90,88,13,14,45,22,54,64,58,B
8249,33,24,6,25,83,44,40,24,67,B
8250,50,40,25,86,66,36,49,54,25,A
8251,97,13,58,51,38,66,65,59,68,A
8252,76,9,6,54,50,25,61,62,61,A
8253,42,36,93,78,74,59,41,47,56,A
8254,14,62,50,51,81,38,49,59,57,A
8255,82,0,89,88,82,53,63,62,63,B
8256,72,61,95,59,55,47,27,56,27,B
8257,50,25,95,32,30,44,64,34,65,A
8258,76,35,92,44,36,41,43,64,32,A
8259,12,93,14,70,74,28,45,31,55,A
8260,58,12,22,60,38,32,62,59,39,B
8261,12,23,66,61,51,50,45,59,22,B
8262,22,4,25,59,56,50,37,37,53,A
8263,9,10,75,86,56,20,39,29,60,B
8264,59,38,34,6,68,23,49,45,48,B
8265,24,79,40,87,41,61,25,47,47,A
8266,48,49,53,60,78,23,61,37,41,B
8267,48,67,54,68,41,43,49,62,67,A
8268,83,14,10,81,39,65,57,67,49,B
8269,98,30,98,66,78,52,33,40,27,A
8270,91,40,47,51,73,36,66,32,21,B
8271,77,77,53,0,58,26,60,63,68,A
8272,27,91,24,2,32,39,41,20,68,A
8273,93,39,64,11,78,51,58,49,59,A
8274,68,31,41,25,66,52,47,36,68,A
8275,56,89,70,86,72,40,28,47,38,B
8276,62,31,96,39,60,57,60,29,48,B
8277,31,34,58,79,69,25,64,69,25,A
8278,33,99,62,73,52,26,50,32,30,B
8279,2,81,26,16,61,60,24,40,39,B
8280,60,95,17,27,63,45,47,28,24,B
8281,68,83,58,19,79,46,35,66,38,A
8282,13,59,84,47,35,21,47,68,67,A
8283,82,99,90,88,43,45,40,32,26,B
8284,17,8,85,96,37,33,66,48,40,B
8285,65,86,85,2,72,54,45,60,35,B
8286,11,76,59,97,56,21,60,59,29,A
8287,33,40,57,64,74,49,37,38,43,B
8288,8,8,31,35,82,33,40,53,44,B
8289,84,12,30,57,52,59,27,31,65,A
8290,21,21,34,76,64,66,63,66,42,B
8291,61,84,20,37,41,66,27,33,37,B
8292,91,86,32,95,77,38,37,49,65,B
8293,26,88,80,69,37,32,52,24,32,A
8294,7,54,54,12,84,23,32,50,58,B
8295,52,91,7,6,41,65,50,53,22,A
8296,26,94,35,27,43,62,60,28,45,B
8297,80,16,38,40,47,52,46,57,27,A
8298,84,62,96,31,56,20,65,59,66,A
8299,26,92,57,18,44,48,42,56,36,A
8300,61,29,99,81,58,34,61,49,60,B
8301,34,9,36,54,42,59,57,27,59,B
8302,21,21,6,3,56,38,61,41,48,B
8303,88,81,38,70,70,33,61,57,52,B
8304,84,27,21,11,84,62,51,35,38,B
8305,6,34,21,23,89,20,51,55,54,B
8306,98,96,80,5,72,55,23,24,43,B
8307,47,43,57,67,52,23,51,48,56,B
8308,24,67,50,78,44,41,64,38,36,B
8309,58,8,35,30,78,50,28,61,48,A
8310,47,93,9,2,55,38,68,63,46,A
8311,76,86,67,12,73,36,60,34,50,B
8312,48,27,44,29,78,68,53,49,65,B
8313,41,83,65,86,44,56,28,47,50,A
8314,58,82,13,24,68,25,34,60,59,B
8315,22,50,4,27,51,57,29,24,24,B
8316,90,60,57,18,34,36,41,45,21,B
8317,23,38,96,5,88,61,33,53,37,A
8318,58,46,49,83,43,51,47,28,22,A
8319,67,99,85,96,36,42,38,35,62,A
8320,7,32,62,21,33,37,34,66,31,A
8321,51,67,68,86,39,35,21,20,39,B
8322,32,79,70,8,78,62,35,39,32,B
8323,6,4,48,2,55,58,40,42,47,B
8324,7,68,60,79,47,69,35,57,38,A
8325,20,70,8,96,68,45,48,24,33,A
8326,21,6,40,68,67,43,69,33,38,A
8327,42,81,59,26,50,20,23,43,41,A
8328,14,28,7,37,37,40,47,64,38,B
8329,18,4,86,59,47,34,21,51,28,A
8330,74,98,95,44,32,21,38,42,36,B
8331,49,50,82,69,49,27,62,63,34,A
8332,76,42,50,64,55,42,54,49,65,A
8333,90,64,73,58,58,27,36,57,49,B
8334,10,14,79,62,52,21,36,38,45,B
8335,13,22,28,89,54,28,21,44,67,A
8336,67,33,75,90,32,48,60,29,33,A
8337,6,37,48,96,86,62,35,22,30,B
8338,97,50,87,26,86,37,33,23,63,A
8339,79,91,34,79,55,36,20,39,58,B
8340,28,65,52,84,77,36,55,52,54,B
8341,21,1,71,97,76,61,29,30,30,A
8342,44,12,62,35,37,68,44,60,58,A
8343,85,44,87,56,53,47,23,41,64,A
8344,11,25,15,20,86,45,23,32,33,A
8345,8,51,21,19,36,66,58,40,26,B
8346,68,7,8,17,89,40,28,24,33,B
8347,62,68,5,18,78,54,56,42,49,B
8348,10,86,30,46,55,51,52,35,61,B
8349,11,38,51,72,76,24,59,65,55,B
8350,87,48,86,82,37,48,55,48,34,B
8351,94,28,76,44,66,32,61,53,35,A
8352,27,69,11,73,34,48,66,23,64,A
8353,73,72,31,30,87,63,29,64,59,A
8354,99,96,66,70,59,67,23,45,41,B
8355,23,68,7,96,65,39,39,48,24,A
8356,49,89,50,30,50,61,47,21,28,A
8357,77,78,9,99,83,53,61,47,43,B
8358,68,95,28,70,67,58,60,23,38,B
8359,75,84,99,60,32,21,24,51,46,B
8360,22,64,70,45,63,44,66,39,35,A
8361,34,3,51,32,43,36,22,39,34,B
8362,29,0,99,48,43,55,41,69,26,B
8363,91,75,40,29,53,24,29,32,61,B
8364,15,26,38,10,56,58,30,41,49,A
8365,32,85,7,21,73,47,48,56,23,A
8366,65,67,17,11,76,48,37,46,28,A
8367,93,33,45,68,87,56,25,32,28,A
8368,49,43,25,60,88,26,27,35,68,A
8369,99,50,10,88,57,62,68,66,64,B
8370,23,60,38,71,58,46,40,34,35,B
8371,6,86,65,65,41,48,46,46,39,A
8372,72,63,47,40,49,22,30,40,58,A
8373,15,88,14,52,56,42,51,64,21,B
8374,38,1,65,55,61,48,52,54,35,B
8375,3,1,24,83,52,33,69,23,49,B
8376,5,32,91,1,30,39,22,26,27,A
8377,64,38,28,28,73,64,68,35,30,B
8378,57,23,60,74,87,37,68,33,59,A
8379,59,65,76,49,56,48,38,35,57,B
8380,52,50,26,7,71,35,43,29,46,B
8381,53,75,60,36,67,47,62,69,61,A
8382,49,30,39,19,37,34,57,54,24,B
8383,34,63,71,80,70,65,27,31,63,A
8384,23,59,30,68,46,52,30,68,63,B
8385,11,74,82,93,66,52,68,54,61,B
8386,29,51,45,70,82,23,54,22,53,A
8387,53,18,71,91,45,65,33,55,28,A
8388,48,15,15,21,42,56,26,65,30,A
8389,94,48,30,31,75,48,60,30,69,B
8390,61,13,62,84,89,65,52,30,24,B
8391,39,39,53,37,47,29,27,22,34,A
8392,85,20,68,54,86,20,51,44,32,A
8393,36,53,11,1,67,50,65,53,30,B
8394,5,71,34,87,77,24,22,27,61,A
8395,20,21,64,80,46,45,69,65,42,B
8396,1,50,77,26,55,45,44,45,38,A
8397,76,36,55,18,62,52,29,56,25,B
8398,92,95,45,96,67,43,24,52,41,B
8399,95,60,76,14,56,48,20,39,29,A
8400,31,47,95,42,82,63,40,62,62,B
8401,55,5,92,4,71,20,33,55,53,B
8402,81,88,96,78,61,47,41,43,55,A
8403,20,84,71,2,73,69,46,24,51,A
8404,82,18,62,21,75,26,58,55,32,B
8405,48,81,6,59,86,69,54,31,57,B
8406,34,52,14,74,65,33,25,38,38,B
